Customer,Birth_Year,Highest_Education,Marital_Status,Household_Income ,Kid_home,Teen_home,Enrollment_Date,Last_purchase,AmountFruits,AmountMeat,AmountFish,AmountSweet,AmountGold,Deals,Web,Catalog,Store,WebVisits,ad1,ad2,ad3,ad4,ad5,ad6,Complain,Location
6566,1954,PhD,Married,"$72,550.00 ",1,1,11/8/2012,39,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,AUS
6575,1981,Graduation,Together,"$56,386.00 ",1,1,10/27/2012,51,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,SA
6583,1955,2n Cycle,Married,"$72,635.00 ",0,0,6/3/2013,54,22,323,104,35,107,1,6,8,6,3,1,0,0,0,0,0,0,SP
6606,1969,Master,Married,"$70,091.00 ",1,0,3/31/2013,11,34,137,15,0,11,2,5,2,10,8,0,0,0,1,0,0,0,SP
6609,1966,Graduation,Widow,"$27,038.00 ",0,0,9/18/2012,64,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,1,0,SA
6613,1970,Master,Married,"$44,511.00 ",1,0,10/12/2012,39,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,AUS
6616,1975,Graduation,Together,"$59,481.00 ",0,1,10/23/2013,47,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,SP
6637,1988,Graduation,Single,"$66,951.00 ",0,0,11/2/2013,46,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,IND
6642,1961,Graduation,Divorced,"$27,215.00 ",2,1,1/23/2013,50,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,0,SA
6646,1984,Graduation,Together,"$16,529.00 ",1,0,3/1/2014,23,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,CA
6652,1965,Graduation,Married,"$77,343.00 ",0,0,6/9/2014,28,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,CA
6658,1972,Graduation,Together,"$59,868.00 ",0,1,7/22/2013,37,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,SP
6661,1974,Graduation,Married,"$67,445.00 ",0,1,8/12/2012,63,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,SP
6673,1965,Graduation,Single,"$23,478.00 ",0,0,3/19/2013,51,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,US
6678,1989,Graduation,Together,"$31,928.00 ",1,0,3/28/2014,5,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,0,IND
6679,1966,Graduation,Single,"$33,279.00 ",0,0,6/12/2014,29,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,SP
6682,1973,Basic,Married,"$18,978.00 ",1,0,12/11/2012,41,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,SP
6690,1966,Master,Married,"$38,179.00 ",1,1,3/14/2013,30,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,SA
6694,1964,Graduation,Married,"$75,236.00 ",0,1,11/25/2013,27,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,SP
6715,1948,PhD,Single,"$60,200.00 ",0,1,1/2/2013,3,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,SP
6720,1968,Master,Together,"$43,795.00 ",0,1,10/16/2013,11,11,53,4,3,107,3,7,3,4,7,0,0,0,1,0,1,0,SP
6721,1951,Graduation,Married,"$71,965.00 ",0,1,7/29/2013,21,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,0,CA
6728,1985,Graduation,Together,"$29,103.00 ",1,0,8/27/2012,38,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,SP
6770,1985,Graduation,Married,"$21,355.00 ",1,0,8/20/2013,5,13,14,0,5,31,2,2,1,2,6,0,0,1,0,0,1,0,US
6798,1966,Graduation,Single,"$37,070.00 ",1,1,3/20/2013,30,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SA
6815,1980,2n Cycle,Married,"$96,547.00 ",0,0,5/23/2014,4,21,125,52,101,62,0,7,6,8,2,1,0,1,0,1,1,0,SP
6818,1974,Graduation,Married,"$44,989.00 ",0,1,9/12/2012,26,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP
6853,1982,Master,Single,"$75,777.00 ",0,0,7/4/2013,12,26,538,69,13,80,1,3,6,11,1,0,0,0,1,1,1,0,AUS
6859,1987,Graduation,Single,"$29,236.00 ",1,0,10/8/2013,30,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,SP
6862,1971,Graduation,Divorced,"$1,730.00 ",0,0,5/18/2014,65,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,SP
6864,1989,Master,Divorced,"$10,979.00 ",0,0,5/22/2014,34,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,AUS
6866,1969,Master,Together,"$35,924.00 ",1,1,3/23/2014,56,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,SA
6872,1974,PhD,Married,"$65,352.00 ",0,1,8/21/2013,43,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,0,SA
6875,1965,PhD,Together,"$32,727.00 ",0,0,8/28/2012,38,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,CA
6878,1954,Graduation,Widow,"$27,421.00 ",0,0,12/12/2012,14,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,SP
6885,1977,Graduation,Divorced,"$32,952.00 ",1,0,12/1/2013,36,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,CA
6887,1967,Graduation,Single,"$79,146.00 ",1,1,4/24/2014,33,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,GER
6892,1968,Graduation,Divorced,"$61,671.00 ",0,1,6/3/2014,23,7,56,0,0,28,8,10,4,6,8,1,0,0,1,0,0,0,SP
6905,1994,Graduation,Together,"$80,685.00 ",0,0,8/22/2012,55,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,SP
6912,1967,PhD,Married,"$63,246.00 ",0,2,8/20/2013,60,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,SP
6918,1989,Graduation,Married,"$28,691.00 ",1,0,7/4/2013,56,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP
6919,1978,2n Cycle,Married,"$26,224.00 ",1,0,6/4/2013,39,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,SP
6931,1967,Graduation,Divorced,"$76,982.00 ",0,0,2/15/2014,19,151,292,65,60,30,1,8,3,4,4,0,0,0,0,1,1,0,SP
6935,1951,2n Cycle,Married,"$78,497.00 ",0,0,12/1/2013,44,26,447,75,0,223,1,5,7,12,2,1,0,0,0,0,0,0,IND
6950,1958,Master,Married,"$49,572.00 ",1,1,12/15/2013,25,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0,CA
6958,1977,Master,Married,"$27,889.00 ",1,0,7/5/2013,42,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,0,0,AUS
6961,1974,Graduation,Married,"$26,751.00 ",2,0,5/22/2014,26,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,SP
6982,1976,Graduation,Married,"$74,068.00 ",0,0,3/19/2013,14,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,IND
6983,1950,Master,Divorced,"$38,054.00 ",1,1,5/1/2014,24,2,17,2,1,0,2,2,0,3,7,0,0,0,0,0,0,0,IND
7000,1972,2n Cycle,Single,"$65,704.00 ",0,0,10/13/2013,18,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,GER
7002,1955,Graduation,Single,"$62,535.00 ",0,1,10/3/2013,13,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,SP
7007,1968,Master,Married,"$29,543.00 ",2,0,4/1/2014,47,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,SP
7010,1965,2n Cycle,Married,"$70,924.00 ",0,0,4/7/2014,41,114,254,132,152,76,1,6,6,7,3,0,0,0,0,1,0,0,SP
7011,1973,Graduation,Married,"$33,471.00 ",1,0,10/12/2012,47,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0,SA
7019,1963,Graduation,Together,"$54,414.00 ",1,1,1/23/2013,49,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,0,SA
7022,1971,Graduation,Married,"$76,445.00 ",1,0,9/28/2012,2,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,0,0,SA
7030,1955,PhD,Married,"$66,465.00 ",0,1,3/30/2013,1,0,204,38,29,14,3,11,9,12,6,1,0,0,0,0,0,0,SP
7034,1978,2n Cycle,Married,"$25,804.00 ",1,0,9/1/2013,34,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,CA
7037,1974,PhD,Married,"$37,087.00 ",1,0,8/11/2013,50,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,SA
7042,1983,Graduation,Married,"$36,790.00 ",0,0,3/1/2013,14,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,1,0,SP
7055,1952,PhD,Together,"$61,010.00 ",0,1,10/9/2012,57,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,CA
7059,1963,Graduation,Married,"$80,124.00 ",0,0,6/26/2014,47,84,398,205,84,241,1,3,7,8,1,0,0,1,0,0,0,0,SP
7072,1973,Graduation,Married,"$67,432.00 ",0,1,3/29/2013,69,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,AUS
7079,1962,Graduation,Divorced,"$63,887.00 ",0,1,9/8/2012,38,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,SA
7101,1963,PhD,Widow,"$52,278.00 ",0,1,1/25/2013,24,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,SP
7108,1965,Master,Widow,"$51,390.00 ",1,1,9/8/2012,54,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,SA
7118,1957,Graduation,Married,"$73,803.00 ",0,1,8/1/2012,61,80,363,52,26,174,2,9,5,6,6,0,0,1,0,0,1,0,CA
7119,1982,Graduation,Single,"$68,627.00 ",0,0,1/12/2013,45,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,SA
7141,1986,Master,Single,"$21,888.00 ",1,0,12/29/2012,15,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,1,0,SP
7143,1955,2n Cycle,Together,"$74,805.00 ",0,1,11/6/2013,14,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,SP
7152,1983,Master,Married,"$27,100.00 ",1,0,4/5/2013,64,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,GER
7165,1972,Graduation,Together,"$64,474.00 ",0,1,10/22/2013,59,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,SP
7186,1966,PhD,Together,"$30,843.00 ",1,1,5/26/2014,43,0,2,0,0,9,2,1,1,2,5,0,0,1,0,0,0,0,IND
7187,1969,Master,Together,,1,1,5/18/2013,52,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,AUS
7192,1955,Graduation,Together,"$65,748.00 ",0,1,4/15/2013,58,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,0,1,SP
7196,1950,PhD,Married,"$41,145.00 ",1,1,2/8/2014,20,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,CA
7214,1957,Graduation,Married,"$62,187.00 ",0,0,7/5/2013,49,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,SP
7215,1983,Graduation,Single,"$101,970.00 ",0,0,3/12/2013,69,27,102,44,72,168,0,6,8,13,2,1,0,0,1,1,1,0,CA
7224,1977,Graduation,Married,"$31,353.00 ",1,1,12/29/2013,24,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,IND
7233,1972,Graduation,Married,"$69,209.00 ",0,0,9/17/2012,4,32,849,229,48,128,2,5,3,6,4,1,0,0,0,0,0,0,CA
7235,1975,2n Cycle,Married,"$17,003.00 ",1,0,12/9/2013,37,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,GER
7250,1978,Graduation,Together,"$57,867.00 ",1,0,10/1/2013,48,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,0,CA
7261,1971,Graduation,Together,"$34,600.00 ",1,1,1/1/2013,8,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,1,0,SP
7264,1978,2n Cycle,Single,"$52,195.00 ",2,1,5/12/2014,2,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SA
7275,1971,Master,Single,"$33,316.00 ",1,1,10/4/2013,34,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,US
7279,1969,PhD,Together,"$69,476.00 ",0,0,9/30/2013,3,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,US
7284,1953,Graduation,Married,"$48,686.00 ",1,2,12/4/2013,8,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SP
7290,1985,Graduation,Single,"$70,596.00 ",0,0,10/5/2012,68,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,SP
7297,1973,Graduation,Single,"$7,500.00 ",1,0,12/26/2013,54,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,SA
7300,1952,Graduation,Divorced,"$69,142.00 ",0,1,6/29/2014,50,4,34,6,4,39,3,8,1,7,5,0,0,0,1,0,0,0,IND
7313,1949,2n Cycle,Widow,"$74,859.00 ",0,0,6/3/2013,63,73,614,133,102,73,1,6,5,11,3,1,0,0,0,0,0,0,CA
7342,1961,2n Cycle,Widow,"$59,184.00 ",0,1,9/9/2012,6,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,SP
7348,1958,PhD,Single,"$71,691.00 ",0,0,3/17/2014,0,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,1,0,SP
7349,1973,Basic,Together,"$9,722.00 ",1,0,10/2/2012,7,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,1,0,SP
7352,1957,Graduation,Married,"$55,267.00 ",0,1,10/21/2013,28,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,CA
7366,1982,Master,Single,"$75,777.00 ",0,0,7/4/2013,12,26,538,69,13,80,1,3,6,11,1,0,0,0,1,1,1,0,IND
7369,1981,Master,Married,"$36,959.00 ",1,0,10/2/2013,56,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,SP
7373,1952,PhD,Divorced,"$46,610.00 ",0,2,10/29/2012,8,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,1,0,AUS
7378,1981,Master,Together,"$42,021.00 ",1,0,8/31/2012,34,5,136,7,5,27,5,10,1,6,9,0,0,1,0,0,0,0,SP
7381,1968,Graduation,Divorced,"$75,693.00 ",0,0,12/6/2012,10,153,293,72,97,30,1,11,4,6,4,1,0,0,1,1,1,0,SP
7384,1951,Master,Together,"$39,767.00 ",0,0,7/21/2013,18,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,SP
7393,1978,Graduation,Together,"$41,580.00 ",1,1,12/10/2012,15,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,SP
7397,1951,Graduation,Single,"$49,090.00 ",0,1,7/19/2013,45,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,SP
7408,1952,PhD,Married,"$54,549.00 ",0,1,3/3/2014,8,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0,SA
7409,1970,Graduation,Together,"$53,187.00 ",1,0,10/26/2013,66,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,SP
7411,1964,PhD,Married,"$31,686.00 ",1,1,6/5/2014,31,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SA
7414,1971,Graduation,Married,"$43,824.00 ",1,1,9/15/2012,18,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,SP
7428,1975,Graduation,Together,"$80,144.00 ",0,0,9/30/2013,47,132,445,250,192,108,1,3,7,8,1,0,0,0,0,0,0,0,AUS
7431,1991,PhD,Single,"$68,126.00 ",0,0,11/10/2012,40,17,311,23,51,86,1,7,4,5,9,0,0,0,1,0,1,0,CA
7437,1988,Graduation,Single,"$27,938.00 ",1,0,4/28/2014,31,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,AUS
7444,1969,Master,Married,"$42,169.00 ",1,1,10/19/2013,20,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,SP
7446,1967,Master,Together,"$62,513.00 ",0,1,9/9/2013,16,42,98,0,42,14,2,6,4,10,6,0,0,0,0,0,0,0,US
7451,1960,Master,Single,"$98,777.00 ",0,0,2/17/2014,23,19,711,125,115,38,0,4,6,9,1,0,0,0,1,0,0,0,SP
7453,1954,Graduation,Single,"$36,130.00 ",0,1,2/2/2013,46,43,127,68,56,37,6,3,8,4,4,0,0,1,0,0,1,0,SP
7458,1956,Master,Together,"$34,941.00 ",1,1,3/6/2013,26,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,AUS
7462,1954,Graduation,Single,"$22,507.00 ",0,0,11/24/2012,67,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,CA
7485,1950,PhD,Widow,"$56,551.00 ",1,1,5/7/2014,48,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,SA
7488,1963,Master,Single,"$64,191.00 ",0,1,1/22/2013,30,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,SP
7494,1950,PhD,Divorced,"$42,873.00 ",1,1,1/21/2013,11,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,CA
7500,1967,Graduation,Single,"$79,146.00 ",1,1,4/24/2014,33,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,SP
7503,1976,Graduation,Single,"$75,825.00 ",0,0,10/12/2012,40,105,779,137,105,51,0,5,8,9,4,0,0,1,0,0,1,0,GER
7505,1957,PhD,Married,"$44,155.00 ",1,1,1/19/2014,24,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,SP
7516,1983,Graduation,Married,"$30,096.00 ",1,0,5/22/2014,30,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,GER
7521,1952,Graduation,Together,"$83,844.00 ",0,0,5/12/2013,57,31,345,75,31,191,1,4,4,11,1,0,0,0,0,1,0,0,CA
7530,1950,PhD,Widow,"$56,551.00 ",1,1,5/7/2014,48,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,SP
7532,1980,Graduation,Married,"$43,586.00 ",0,1,8/30/2012,26,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,GER
7533,1964,Graduation,Married,"$49,096.00 ",1,1,9/24/2013,15,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,CA
7540,1952,Graduation,Married,"$50,300.00 ",0,1,5/25/2014,52,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,SP
7573,1978,PhD,Single,"$31,626.00 ",1,0,5/10/2013,12,1,9,2,1,34,1,2,1,2,7,0,0,1,0,0,1,0,GER
7600,1992,Basic,Single,"$15,253.00 ",1,0,10/28/2013,13,3,3,8,1,13,2,1,0,3,7,0,0,0,0,0,0,0,CA
7610,1983,Graduation,Together,"$37,292.00 ",1,0,4/18/2013,32,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,SP
7627,1975,Master,Married,"$92,163.00 ",0,0,12/12/2012,25,183,797,106,163,20,0,5,11,5,2,1,0,0,0,1,1,0,SP
7628,1973,2n Cycle,Married,"$43,050.00 ",1,0,3/18/2014,10,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,SP
7629,1977,Graduation,Married,"$22,108.00 ",1,1,5/8/2014,46,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,SP
7631,1978,Master,Together,"$61,346.00 ",1,0,10/6/2013,34,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,IND
7660,1973,PhD,Alone,"$35,860.00 ",1,1,5/19/2014,37,0,8,4,2,20,2,1,1,2,5,0,0,1,0,0,1,0,CA
7679,1985,PhD,Single,"$30,298.00 ",0,0,5/19/2014,48,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,SP
7685,1978,Graduation,Married,"$33,039.00 ",1,0,9/9/2013,4,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,SP
7699,1969,Graduation,Widow,"$40,590.00 ",1,1,10/2/2013,30,0,50,6,11,37,5,3,4,3,6,0,0,1,0,0,0,0,CA
7712,1946,PhD,Single,"$62,159.00 ",0,0,4/28/2014,68,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,US
7718,1947,Master,Together,"$66,000.00 ",0,0,4/20/2014,36,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,SP
7723,1979,Graduation,Together,"$75,507.00 ",0,0,5/2/2014,56,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,GER
7725,1965,2n Cycle,Married,"$76,800.00 ",0,0,3/8/2014,33,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,0,IND
7734,1993,Graduation,Absurd,"$79,244.00 ",0,0,12/19/2012,58,102,125,212,61,245,1,4,10,7,1,1,0,0,0,1,1,0,AUS
7736,1986,Graduation,Married,"$22,518.00 ",1,0,10/22/2012,36,7,12,2,2,27,2,2,1,2,5,0,0,1,0,0,1,0,SP
7786,1986,PhD,Single,"$29,999.00 ",1,0,2/13/2013,22,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,SP
7788,1983,PhD,Married,"$23,536.00 ",1,0,6/4/2014,53,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,SP
7793,1976,Graduation,Together,"$62,061.00 ",0,1,8/31/2013,12,7,84,0,30,38,3,10,4,7,6,0,0,0,1,0,0,0,SP
7798,1972,2n Cycle,Together,"$46,344.00 ",0,1,12/14/2012,28,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,CA
7807,1974,Graduation,Married,"$44,989.00 ",0,1,9/12/2012,26,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP
7822,1976,Graduation,Together,"$54,058.00 ",0,1,6/4/2013,56,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,SP
7828,1981,Master,Together,"$77,882.00 ",0,0,4/30/2014,29,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,SA
7832,1959,Master,Married,"$77,520.00 ",0,1,8/28/2013,30,44,396,0,88,58,1,8,7,7,4,1,0,1,0,1,1,0,SP
7842,1968,Graduation,Single,"$36,065.00 ",1,1,3/31/2013,54,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,SP
7848,1974,Graduation,Single,"$49,166.00 ",0,1,6/13/2013,17,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,IND
7849,1970,PhD,Married,"$80,336.00 ",0,0,9/9/2013,12,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,SP
7851,1949,Graduation,Widow,"$70,165.00 ",0,0,9/22/2013,60,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,SP
7861,1952,Master,Married,"$77,027.00 ",0,1,2/5/2014,23,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,SP
7872,1975,PhD,Married,"$86,836.00 ",0,0,9/12/2012,7,21,273,0,21,63,1,6,10,6,5,1,0,1,0,1,1,0,SP
7873,1973,PhD,Together,"$63,516.00 ",1,1,7/6/2013,30,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,0,CA
7875,1949,Graduation,Married,"$72,025.00 ",0,0,4/29/2014,46,0,617,43,50,0,1,4,8,13,2,1,0,0,1,1,1,0,AUS
7881,1946,Master,Married,"$66,835.00 ",0,0,9/28/2013,21,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,SP
7901,1971,Master,Married,"$34,109.00 ",0,1,11/6/2013,39,1,5,2,1,4,1,0,0,3,4,0,0,0,0,0,0,0,AUS
7912,1978,Graduation,Married,"$38,136.00 ",1,0,4/22/2013,69,15,27,0,20,33,2,3,1,2,8,0,0,1,0,0,0,0,US
7919,1976,PhD,Together,"$72,335.00 ",0,0,8/13/2012,2,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,1,0,SP
7922,1951,PhD,Single,"$64,950.00 ",0,1,8/12/2012,29,0,72,12,0,63,2,11,2,10,7,0,0,0,1,0,0,0,SA
7943,1975,PhD,Married,"$36,663.00 ",1,0,4/25/2014,40,0,6,3,3,5,1,1,1,3,2,0,0,0,0,0,0,0,SA
7959,1961,Graduation,Married,"$79,410.00 ",0,0,5/29/2014,19,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,SP
7962,1987,PhD,Single,"$95,169.00 ",0,0,10/9/2013,1,21,449,106,20,20,1,4,3,4,1,1,0,0,0,1,1,0,SP
7966,1959,Graduation,Single,"$80,982.00 ",1,1,1/8/2013,48,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,0,1,SP
7990,1947,Graduation,Married,"$27,469.00 ",0,0,8/2/2012,2,1,2,3,2,0,1,0,0,3,6,0,0,0,0,0,0,0,CA
7999,1955,PhD,Together,"$75,261.00 ",0,0,4/23/2013,17,17,413,23,34,17,1,5,6,5,2,0,0,0,1,1,1,0,SP
8008,1983,Graduation,Together,"$36,075.00 ",1,0,12/9/2013,54,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,SP
8026,1952,Graduation,Married,"$62,998.00 ",0,1,9/30/2013,10,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,CA
8029,1988,Master,Single,"$90,247.00 ",0,0,4/29/2014,27,32,352,21,16,16,1,3,4,7,1,1,0,0,1,1,1,0,US
8036,1971,2n Cycle,Together,"$26,850.00 ",1,1,4/18/2014,10,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,SP
8041,1971,PhD,Widow,"$47,111.00 ",0,1,9/8/2012,35,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0,SA
8080,1986,Graduation,Single,"$26,816.00 ",0,0,8/17/2012,50,1,6,3,4,3,1,0,0,3,4,0,0,0,0,0,0,0,IND
8086,1959,Graduation,Married,"$42,243.00 ",1,1,12/11/2013,34,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,SA
8091,1956,Graduation,Married,"$63,943.00 ",0,1,9/2/2012,50,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,0,IND
8104,1951,PhD,Married,"$53,312.00 ",0,0,8/9/2013,32,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,SP
8135,1986,Master,Married,"$27,161.00 ",1,0,10/28/2013,41,4,23,7,0,11,1,1,0,3,7,0,0,0,0,0,0,0,SA
8140,1973,Graduation,Together,"$22,682.00 ",1,0,10/3/2013,51,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,AUS
8143,1985,PhD,Single,"$37,929.00 ",0,0,7/30/2013,49,2,46,3,2,10,2,4,2,5,7,1,0,0,1,0,1,0,SP
8147,1960,Graduation,Married,"$31,454.00 ",1,1,7/6/2013,40,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,SP
8151,1990,Basic,Married,"$24,279.00 ",0,0,12/29/2012,6,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,SP
8159,1968,Graduation,Married,"$51,287.00 ",1,1,4/1/2014,10,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,SP
